Source,Style,Sub_Style,File_Name,File_Path,Neckline,Sleeve,Print,Length,Fit
Tommy-Hilfiger,Dress,TH-Dress,macys_5886884_ivory-sky.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5886884_ivory-sky.jpg,Scoop,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21554392_star-gingham-dobby---peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21554392_star-gingham-dobby---peacoat.jpg,Crew,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04224002_black-iris.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04224002_black-iris.jpg,Mandarin,Short Sleeve,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04480903_snow-white---multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04480903_snow-white---multi.jpg,Scoop,Sleeveless,,Mid/Tea Length,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww19960_karin-star-prt-merlot.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww19960_karin-star-prt-merlot.jpg,Collared,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21136692_crimson.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21136692_crimson.jpg,Crew,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21826403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21826403_midnight.jpg,One Shoulder,Short Sleeve,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww21976_midnight-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww21976_midnight-multi.jpg,Collared,Long Sleeve,,Mini,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww20595443_peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww20595443_peacoat.jpg,Crew,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_4764014_black-green.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_4764014_black-green.jpg,Crew,Sleeveless,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww22058403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww22058403_midnight.jpg,Crew,Long Sleeve,,Long/Maxi,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5536528_ballerina-pink.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5536528_ballerina-pink.jpg,Crew,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21553100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21553100_classic-white.jpg,Crew,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_rw0rw00903904_true-red---snow-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_rw0rw00903904_true-red---snow-white.jpg,Collared,Sleeveless,,Mini,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_6054438_ivory-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_6054438_ivory-multi.jpg,Crew,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww22057287_jelly-bean.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww22057287_jelly-bean.jpg,Crew,Sleeveless,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04211000_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04211000_light-grey-htr.jpg,Crew,Long Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_6038609_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_6038609_white.jpg,Crew,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww22423814_tropical-prt---fiesta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww22423814_tropical-prt---fiesta.jpg,V-Neck,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04226000_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04226000_light-grey-htr.jpg,Hooded,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21454901_black-beauty-multi---floral.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21454901_black-beauty-multi---floral.jpg,Scoop,Short Sleeve,,Mini,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw03623684_persian-red.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw03623684_persian-red.jpg,High-Neck,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww22057425_regatta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww22057425_regatta.jpg,Crew,Sleeveless,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_dw04374_black-iris.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_dw04374_black-iris.jpg,Crew,3/4 Sleeve,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5441463_black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5441463_black.jpg,Crew,Sleeveless,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5886888_blue.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5886888_blue.jpg,V-Neck,Sleeveless,,Mid/Tea Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04224689_spiced-coral.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04224689_spiced-coral.jpg,Mandarin,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5583226_peony-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5583226_peony-multi.jpg,Collared,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw03628901_lobster-red.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw03628901_lobster-red.jpg,Collared,Long Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_1m87640146814_tropical-prt---fiesta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_1m87640146814_tropical-prt---fiesta.jpg,Collared,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5722688_pink-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5722688_pink-multi.jpg,Crew,Sleeveless,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww21890a_blue-polka-dot.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww21890a_blue-polka-dot.jpg,Collared,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww20206_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww20206_black-beauty.jpg,Collared,Long Sleeve,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw04215901_small-geo-print.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw04215901_small-geo-print.jpg,Collared,Short Sleeve,,Mid/Tea Length,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5886885_navy.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5886885_navy.jpg,Scoop,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21817901_midnight---classic-white-stp.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21817901_midnight---classic-white-stp.jpg,Scoop,Short Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww21890_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww21890_classic-white.jpg,Collared,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5722704_hot-pink-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5722704_hot-pink-multi.jpg,Scoop,Sleeveless,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_ww0ww21890104_oversized-overprinted-polka-dot-prt---cl.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_ww0ww21890104_oversized-overprinted-polka-dot-prt---cl.jpg,Collared,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_5706299_ivory.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_5706299_ivory.jpg,Scoop,3/4 Sleeve,,Knee Length,NA
Tommy-Hilfiger,Dress,TH-Dress,tommy_dw0dw03653412_mid-indigo.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/tommy_dw0dw03653412_mid-indigo.jpg,High-Neck,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Dress,TH-Dress,macys_6246278_indigo-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/macys_6246278_indigo-multi.jpg,Scoop,Sleeveless,,Long/Maxi,NA
Tommy-Hilfiger,Dress,TH-Dress,usatommy_ww20208_holiday-star-prt.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Dress/TH-Dress/usatommy_ww20208_holiday-star-prt.jpg,V-Neck,3/4 Sleeve,,Above the Knee,NA
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww20175_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww20175_black-beauty.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww21574403_tapioca.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww21574403_tapioca.jpg,NA,NA,,Crop,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_rw00691_true-red.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_rw00691_true-red.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04056_spirit-light-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04056_spirit-light-blue-stretch.jpg,NA,NA,,Crop,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21403_keena.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21403_keena.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww21577094_hydrangea.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww21577094_hydrangea.jpg,NA,NA,,Crop,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww21681403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww21681403_midnight.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03822_paint-spot-light-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03822_paint-spot-light-stretch.jpg,NA,NA,,Full,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04161_optical-white-comfort.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04161_optical-white-comfort.jpg,NA,NA,,Crop,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21408_tapioca.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21408_tapioca.jpg,NA,NA,,Full,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww21580425_regatta.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww21580425_regatta.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww19624_karin-star-prt-midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww19624_karin-star-prt-midnight.jpg,NA,NA,,Full,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_7664219_boogie-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_7664219_boogie-blue-stretch.jpg,NA,NA,,Full,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_rw00555_meteorite.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_rw00555_meteorite.jpg,NA,NA,,Full,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03582_florida-dark-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03582_florida-dark-blue-stretch.jpg,NA,NA,,Crop,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_dw0dw03935416_navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_dw0dw03935416_navy-blazer.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww22506086_tropical-prt---black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww22506086_tropical-prt---black-beauty.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_uw00506_black-navy-blazer.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_uw00506_black-navy-blazer.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw02934_white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw02934_white.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21879_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21879_light-grey-htr.jpg,NA,NA,,Ankle,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww20088659_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww20088659_midnight.jpg,NA,NA,,Crop,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww20088100_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww20088100_classic-white.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04268_tommy-black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04268_tommy-black.jpg,NA,NA,,Crop,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww20489289_tan.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww20489289_tan.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww20489_thyme.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww20489_thyme.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04100_light-grey-htr.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04100_light-grey-htr.jpg,NA,NA,,Ankle,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21725_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21725_midnight.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww19619_dark-olive.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww19619_dark-olive.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21580_classic-white.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21580_classic-white.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw02630_90s-light-bleach.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw02630_90s-light-bleach.jpg,NA,NA,,Crop,Oversized
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww24162403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww24162403_midnight.jpg,NA,NA,,Full,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww22018_samara.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww22018_samara.jpg,NA,NA,,Crop,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww19597_leila.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww19597_leila.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww20913443_peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww20913443_peacoat.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww21581403_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww21581403_midnight.jpg,NA,NA,,Full,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_7664218_santa-cruz-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_7664218_santa-cruz-stretch.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,uktommy_ww0ww01345017_masters-black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/uktommy_ww0ww01345017_masters-black.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03846_dynamic-laguna-light-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03846_dynamic-laguna-light-blue-stretch.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21570_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21570_midnight.jpg,NA,NA,,Ankle,Straight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21378_charcoal.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21378_charcoal.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04037_black.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04037_black.jpg,NA,NA,,Ankle,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04154_tommy-jeans-mid-blue-rigid.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04154_tommy-jeans-mid-blue-rigid.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04270_floral-print.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04270_floral-print.jpg,NA,NA,,Full,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_7664225_niceville-dark-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_7664225_niceville-dark-stretch.jpg,NA,NA,,Full,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_rw00707_vintage-wash.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_rw00707_vintage-wash.jpg,NA,NA,,Crop,Oversized
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww20580_peacoat.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww20580_peacoat.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03944_mend-light-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03944_mend-light-blue-stretch.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_rw00708_vintage-wash.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_rw00708_vintage-wash.jpg,NA,NA,,Crop,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21859_surf-the-web-multi.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21859_surf-the-web-multi.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21395_allegra.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21395_allegra.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_rw00850_indigo-rinse.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_rw00850_indigo-rinse.jpg,NA,NA,,Full,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03544_oregon-mid-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03544_oregon-mid-blue-stretch.jpg,NA,NA,,Crop,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww20173_black-beauty.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww20173_black-beauty.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw04893_fog.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw04893_fog.jpg,NA,NA,,Ankle,Oversized
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw02359_dynamic-mid-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw02359_dynamic-mid-stretch.jpg,NA,NA,,Ankle,Tight
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww16920_bethany.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww16920_bethany.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww19615_midnight.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww19615_midnight.jpg,NA,NA,,Full,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww22010_pebble.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww22010_pebble.jpg,NA,NA,,Ankle,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw03082_warm-dark-blue-comfort.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw03082_warm-dark-blue-comfort.jpg,NA,NA,,Crop,Fitted
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_ww21727_crimson.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_ww21727_crimson.jpg,NA,NA,,Full,Loose
Tommy-Hilfiger,Jeans,TH-Jeans-Pants,usatommy_dw02360_dynamic-dusk-blue-stretch.jpg,http://35.186.213.88//Tommy-Hilfiger/Women/Apparel/Jeans/TH-Jeans-Pants/usatommy_dw02360_dynamic-dusk-blue-stretch.jpg,NA,NA,,Crop,Fitted
